40921;1496;138;NULL
40922;1496;71;NULL
40923;1496;198;NULL
40924;1496;194;NULL
40925;1496;134;NULL
40926;1496;155;NULL
40927;1496;86;NULL
40928;1496;81;NULL
40929;1496;80;NULL
40930;1496;146;NULL
40931;1496;94;NULL
40932;1496;147;NULL
40933;1496;148;NULL
40934;1496;150;NULL
40935;1496;151;NULL
40936;1496;175;NULL
40937;1496;174;NULL
40938;1496;173;NULL
40939;1496;106;NULL
40940;1496;51;NULL
40941;1496;187;NULL
40942;1496;190;NULL
40943;1496;115;NULL
40944;1496;191;NULL
40945;1496;113;NULL
40946;1496;112;NULL
40947;1496;189;NULL
40948;1496;58;NULL
40949;1496;179;NULL
40950;1496;176;NULL
